season	baker	episode	tech_mean	tech	mean_star	star	mean_good	good	mean_bad	bad	place
12	Giuseppe	8	3.88	2	0.25	0	0.88	0	0.0	0	1
12	Giuseppe	9	3.67	2	0.22	0	0.78	0	0.11	1	1
12	Giuseppe	10	3.6	3	0.2	0	0.7	0	0.1	0	1
12	Jürgen	1	6.0	6	1.0	1	1.0	1	0.0	0	3
12	Jürgen	2	3.5	1	1.0	1	1.0	1	0.0	0	3
12	Jürgen	3	4.0	5	0.67	0	0.67	0	0.0	0	3
12	Jürgen	4	3.25	1	0.5	0	0.75	1	0.0	0	3
12	Jürgen	5	3.4	4	0.4	0	0.8	1	0.0	0	3
12	Jürgen	6	3.0	1	0.33	0	0.67	0	0.0	0	3
12	Jürgen	7	2.86	2	0.43	1	0.71	1	0.0	0	3
12	Jürgen	8	3.0	4	0.38	0	0.75	1	0.0	0	3
12	Jürgen	9	2.78	1	0.33	0	0.67	0	0.11	1	3
12	Jürgen	10	2.5	0	0.3	0	0.6	0	0.1	0	3
12	Lizzie	1	4.0	4	0.0	0	0.0	0	0.0	0	4
12	Lizzie	2	5.0	6	0.0	0	0.0	0	0.0	0	4
12	Lizzie	3	4.0	2	0.0	0	0.33	1	0.0	0	4
12	Lizzie	4	3.5	2	0.0	0	0.25	0	0.0	0	4
12	Lizzie	5	3.4	3	0.0	0	0.2	0	0.0	0	4
12	Lizzie	6	4.0	7	0.0	0	0.17	0	0.0	0	4
12	Lizzie	7	4.14	5	0.0	0	0.14	0	0.14	1	4
12	Lizzie	8	4.0	3	0.0	0	0.13	0	0.25	1	4
12	Lizzie	9	3.56	0	0.0	0	0.11	0	0.22	0	4
12	Lizzie	10	3.2	0	0.0	0	0.1	0	0.2	0	4
12	Maggie	1	1.0	1	0.0	0	1.0	1	0.0	0	8
12	Maggie	2	3.0	5	0.0	0	0.5	0	0.5	1	8
12	Maggie	3	4.67	8	0.0	0	0.33	0	0.67	1	8
12	Maggie	4	5.75	9	0.0	0	0.25	0	0.75	1	8
12	Maggie	5	4.6	0	0.0	0	0.2	0	0.6	0	8
12	Maggie	6	3.83	0	0.0	0	0.17	0	0.5	0	8
12	Maggie	7	3.29	0	0.0	0	0.14	0	0.43	0	8
12	Maggie	8	2.88	0	0.0	0	0.13	0	0.38	0	8
12	Maggie	9	2.56	0	0.0	0	0.11	0	0.33	0	8
12	Maggie	10	2.3	0	0.0	0	0.1	0	0.3	0	8
12	Rochica	1	7.0	7	0.0	0	0.0	0	0.0	0	9
12	Rochica	2	9.0	11	0.0	0	0.0	0	0.0	0	9
12	Rochica	3	9.33	10	0.0	0	0.0	0	0.33	1	9
12	Rochica	4	7.0	0	0.0	0	0.0	0	0.25	0	9
12	Rochica	5	5.6	0	0.0	0	0.0	0	0.2	0	9
12	Rochica	6	4.67	0	0.0	0	0.0	0	0.17	0	9
12	Rochica	7	4.0	0	0.0	0	0.0	0	0.14	0	9
12	Rochica	8	3.5	0	0.0	0	0.0	0	0.13	0	9
12	Rochica	9	3.11	0	0.0	0	0.0	0	0.11	0	9
12	Rochica	10	2.8	0	0.0	0	0.0	0	0.1	0	9
12	Tom	1	5.0	5	0.0	0	0.0	0	1.0	1	11
12	Tom	2	2.5	0	0.0	0	0.0	0	0.5	0	11
12	Tom	3	1.67	0	0.0	0	0.0	0	0.33	0	11
12	Tom	4	1.25	0	0.0	0	0.0	0	0.25	0	11
12	Tom	5	1.0	0	0.0	0	0.0	0	0.2	0	11
12	Tom	6	0.83	0	0.0	0	0.0	0	0.17	0	11
12	Tom	7	0.71	0	0.0	0	0.0	0	0.14	0	11
12	Tom	8	0.63	0	0.0	0	0.0	0	0.13	0	11
12	Tom	9	0.56	0	0.0	0	0.0	0	0.11	0	11
12	Tom	10	0.5	0	0.0	0	0.0	0	0.1	0	11
